Date,Open,High,Low,Close,Volume
2023-01-01,96.64492277570406,98.18293931710284,96.18538842882035,97.24048090995664,463494
2023-01-02,98.56233948272322,101.12880609094817,99.04444219562582,99.40620105512431,391526
2023-01-03,100.4013668200579,101.97185266663521,98.91386928987451,100.85981139749993,168979
2023-01-04,100.62430977125854,102.55806241026637,100.64684452648946,100.90381917444337,378041
2023-01-05,99.1653320902391,100.37759239736835,98.15446790790979,99.2649254701333,415369
2023-01-06,97.04039918099679,99.65072294092539,96.99010771114905,98.27108259907781,125298
2023-01-07,98.84102380916266,100.74950376229334,99.39824312421106,100.29066302165751,343654
2023-01-08,102.9991662464809,104.87976816314433,102.0621820806177,103.12285976235675,442064
2023-01-09,100.47837960079879,104.00380874157318,100.86709454026044,102.1787042713178,203512
2023-01-10,102.82828607726505,104.40642712997345,103.2722350329333,104.3631280030565,279535
2023-01-11,102.1661424928128,104.00224068641766,101.84898167157887,103.7803945780975,334421
2023-01-12,102.01215099906605,104.0341133423719,100.41272771277836,102.30982468022452,339472
2023-01-13,101.61476368236326,104.60211455523209,101.631860286472,103.36187455510671,173220
2023-01-14,102.23538821293292,105.2114203563677,102.59549615957333,103.37092711936394,295760
2023-01-15,101.79448927174855,103.62015606678628,101.16736677965422,102.4241303798207,135409
2023-01-16,100.96261493504869,102.96221802591094,101.23233913877075,101.23944040101578,161389
2023-01-17,102.48669254253618,104.54842276882631,102.7589607652834,103.0641284410338,166110
2023-01-18,102.60717341087953,103.85423834650844,102.84775207894008,103.25323954474736,412564
2023-01-19,98.78103449675262,100.64136951671897,97.57973001659884,99.28364512161127,151494
2023-01-20,96.79224203375762,97.39414075872561,96.8026929689127,96.9164276496389,117857
2023-01-21,97.17273411736885,97.85880091172332,95.62230278312907,97.51105097752554,165966
2023-01-22,96.24543626035465,97.95223082981072,95.29934068485271,96.99293798876275,100178
2023-01-23,95.03853459103911,96.35278060904888,95.69536923470366,96.2005970442741,241495
2023-01-24,95.21184282010942,97.46537084468561,95.21653175088012,97.13365371990514,422833
2023-01-25,97.77672142122704,98.68499972528195,96.67320471103903,98.1562954165691,114067
2023-01-26,98.31155634241958,99.20416225738487,98.08578361483947,98.50594083714708,482932
2023-01-27,95.1752094219226,96.49515056420707,94.76312860237084,96.33795101419283,178620
2023-01-28,95.68901502927739,96.48641408901453,95.02945422448568,95.71616325976912,204873
2023-01-29,91.8480107572842,94.60673009940928,93.81582589437618,93.82718354362532,187184
2023-01-30,95.00398315956076,96.95008692774731,93.94419639557036,95.75835886869916,230911
2023-01-31,94.02336304647261,96.31581353351672,95.54774887681293,95.90736272247935,329250
2023-02-01,94.52465575716026,96.25502348142705,93.67088634125426,95.35386335075599,235036
2023-02-02,93.89382402374311,96.0420632445249,94.52136530261872,95.23390039352164,206894
2023-02-03,91.78903266677919,93.77329998632625,92.37837374310175,93.35179286101899,195960
2023-02-04,91.4684693084131,93.02797315672241,92.15224384663011,92.45032623752614,430957
2023-02-05,90.13894212029165,92.67693337218296,91.16608917493734,91.16631536753972,473870
2023-02-06,88.55122806942228,91.87373142758551,88.89671169357824,90.4264359735717,384935
2023-02-07,90.68054360233683,93.08045539596566,90.06962703887054,91.37034977680062,143328
2023-02-08,87.73865447002237,90.27515390460697,88.25959980376587,88.73405685960054,227828
2023-02-09,85.40337865689209,88.31806826832704,86.12038875451697,86.76622225726865,284770
2023-02-10,82.19078838048439,84.1932232485017,83.55838911883617,84.1818281199826,443698
2023-02-11,79.46601410097365,82.54903492248908,79.76819396321034,80.87106945487167,162771
2023-02-12,79.4804564720547,81.807964289443,80.55150375021518,80.99491803880942,371669
2023-02-13,78.98829359637675,81.33260164467168,78.28339034479094,79.54195907631215,216184
2023-02-14,81.89196431545766,85.28880113507631,82.99493007886265,83.31864207433992,300560
2023-02-15,79.33368679974986,81.81627781783878,79.56772245875891,80.31937773510407,308728
2023-02-16,79.82897099024215,82.36170035629462,80.31358470309502,81.40568236754915,256791
2023-02-17,81.41762011676813,83.30181551179992,80.96969889632423,82.82977404447782,477988
2023-02-18,80.77754327661908,82.71122733167559,80.74129145747882,81.46072241863314,277553
2023-02-19,78.6424225159416,82.52140661332675,79.08128250877179,80.58324249703249,205536
2023-02-20,80.15670871289237,81.61600348031702,80.53633378613618,80.75442425358486,490923
2023-02-21,80.56633094878332,83.93254264811578,81.78416417725882,82.0068545207077,155487
2023-02-22,82.00770163163811,84.5774134142557,80.99303907912304,82.90803938708966,493587
2023-02-23,81.21416279182733,83.0580522853629,81.34129054672795,82.74907786407334,346910
2023-02-24,81.63659286373986,83.75770564072349,83.11836170030242,83.623344512965,245980
2023-02-25,82.59665977380787,82.9269600467307,82.49831902332605,82.84963337752988,451020
2023-02-26,77.6806501847691,80.50202508257813,78.50932847223837,79.51034474605744,366553
2023-02-27,78.97720338101617,80.28187313496326,78.54330528915833,79.82851574903223,325342
2023-02-28,81.32143665870232,83.39598622639556,82.01036843643531,82.74981878171705,205464
2023-03-01,82.95152549464069,84.16348146700888,81.76232939933055,83.00794695625183,438422
2023-03-02,84.64476897525377,85.61970719553179,83.35789524469854,84.87763066642873,103094
2023-03-03,87.76714173812678,89.05070097297785,87.05411924759271,88.32676565740086,481174
2023-03-04,88.6881449105536,91.49413558506511,89.25505529974721,89.9219837462267,200357
2023-03-05,89.26910699454567,91.4630095848617,90.66687669546923,90.78486037431637,275132
2023-03-06,88.26920146267895,89.8892769828342,88.99851815410281,89.5372903440888,125787
2023-03-07,89.03238066673326,91.22092148729503,90.10883547291984,90.23020019727052,102190
2023-03-08,91.00589336229369,93.87870119456096,90.75451340078199,92.3455786976178,400786
2023-03-09,89.71822477993153,93.16538019556354,91.4932951826348,91.64531093983916,462494
2023-03-10,92.01962431258697,94.50281956972621,93.78824685442036,93.9612850828348,410831
2023-03-11,93.25160122830047,95.22341405733492,93.93067616637374,95.0290698454239,360893
2023-03-12,93.51125592488687,96.01939375403937,94.79016788166005,95.08909313634862,488365
2023-03-13,95.95283495278522,98.22590968607325,97.0218797658166,97.22845035400348,152014
2023-03-14,98.6787062497347,100.77934578916863,99.26207592271388,99.94714769214866,188328
2023-03-15,98.232525224239,100.90008724631605,98.6051153043315,99.4182064825837,342241
2023-03-16,97.50230577671513,100.02992166231459,97.5835021527613,99.50160179109986,214413
2023-03-17,99.10724155014864,101.25586568093775,99.22889441517323,99.64499299118187,423119
2023-03-18,98.51884777154716,100.61618348277949,97.9832262715093,98.74272822629283,228881
